new_index,dividendyield,earningsyield,ebitdagrowth,evtoebit,evtoebitda,evtofcff,evtoinvestedcapital,evtonopat,freecashflow,pricetoearnings,revenuegrowth
EMN2017-12-31,0.11161019786878093,1.2915645661504231,-0.10159484304736137,-0.25299625041933776,-0.5818933871758593,-0.27046416173567434,-0.14746678868082813,-0.25641303998375226,-0.37366244016458305,-0.23966662150347695,-0.2591575878804542
EOG2017-12-31,-0.654485478912602,-0.22894981586877106,0.23819071840120865,0.7766978427459115,0.06858117685246386,-0.1273709593687508,-0.12069452496522845,-0.20759971062301477,-0.30814301033110686,-0.1510734824627484,2.5122152779052005
EQR2017-12-31,0.5277701351161022,-0.6410417301388797,-0.10681615974969651,0.805109297529754,1.2918264435716291,-0.11626244626642389,-0.14681210891320612,0.19369965441983358,-0.43608273232872896,-0.0503718316868431,-0.36707360626388863
ESRX2017-12-31,-0.9445306992770065,1.3055108545228207,-0.12301436324240946,-0.2763002991784343,-0.6715843641890027,-0.24752178347788456,-0.1451810532852513,-0.26140462356616784,-0.1370106856373705,-0.23999072186303674,-0.6853810352099411
ESS2017-12-31,0.40607967898055497,-0.5765001768951906,-0.07589027602531286,0.6982624324644625,1.3804192060112026,0.5695410138769386,-0.1453654171278575,0.14842690046223492,-0.5325773092056056,-0.07433446695044775,-0.05712900149594237
ETN2017-12-31,0.806079421708537,0.8327144610585716,0.023019248995714496,-0.27615545714397155,-0.5916322711301568,-0.15359110775344742,-0.14601633436807937,-0.20637742924275862,-0.38281613401346926,-0.2265851971795084,-0.44247589496632245
ETR2017-12-31,1.0826655751677847,-0.5571426302477885,0.3219223863498965,-0.21484934174767725,-0.781851323684311,-0.3320687704882787,-0.1550670940290835,-0.30274284365922305,0.22704128656983594,-0.08063852469894214,-0.5257756461086375
EW2017-12-31,-0.9445306992770065,-0.6562670431944603,0.01860155713406551,-0.08584854264932086,0.623210618049715,0.7084398941608007,0.027740943497159606,-0.05551514920093008,-0.5336900629832065,-0.04395831362823325,0.4188128727189305
EW2018-03-31,-0.9445306992770065,-0.7696329040558028,-0.06604311679157254,0.010324843924013012,1.158797432961861,0.9727260607398375,0.07863100784756973,0.015289143505407728,-0.46743305677220115,0.01669248233754119,-0.025552838846366163
EXC2017-12-31,0.6156964960743546,1.2332213632944662,-0.06818829310576574,-0.22819722494739358,-0.8295822155752144,-0.34788160625708725,-0.15805830331218404,-0.3178128371114249,3.0450907621455183,-0.2382723784472574,-0.18261926905235282
EXPD2017-12-31,-0.3398041118602127,-0.2219889699968336,-0.11382961290477558,-0.21495452465365616,-0.08351118107209947,-0.2595903213564208,0.03444764858788495,-0.18158113531484663,-0.46589575043029885,-0.1520781935773838,0.2533494005599681
EXPE2017-12-31,-0.49227810856430076,-0.749832618094991,-0.055707415691757425,0.14604700314541466,-0.10070963571479535,-0.26668202639090993,-0.11688872850000057,-0.07922913966344407,-0.3760215207115588,0.004100877613586623,0.3331589386655939
EXPE2018-03-31,-0.44682465078079736,-0.7077477866925703,-0.07389937608988013,0.10132185207523754,-0.20501929917423023,-0.2737693036381712,-0.12135296726025058,-0.09818965330593,-0.38805819163913924,-0.019581686018549368,0.3272392636131701
EXR2017-12-31,1.1512183311691342,-0.24188764247173594,0.008360544182061043,0.09208644806830293,0.8546645196869594,0.17589100554605103,-0.13618296900784893,-0.10349726950024184,-0.5262363395590689,-0.14916618242224458,0.8433117441949946
FAST2017-12-31,0.16092906241051239,-0.34369308792738723,-0.08264986699100303,-0.16240445510262214,0.09663745105271704,-0.20356512703695606,-0.052811005612147285,-0.14480013434676067,-0.4675118170011169,-0.1322726040577179,0.06997634503430865
FAST2018-03-31,0.1986517066775593,-0.2777987201149471,-0.08094425591470673,-0.17166399944863384,0.048761511953983636,-0.20366696614319546,-0.05578528352194723,-0.15879576122564412,-0.467905405024383,-0.143611224561412,0.18990964595191195
